,year,quarter,health_authority,hospital,procedure,waiting,completed,wait_time_50,wait_time_90,Y_Q
71416,2018,Q1,Fraser,Pattison Outpatient Centre,Hernia Repair - Abdominal,216,98,15.4,38.4,18_Q1
71417,2018,Q1,Fraser,Pattison Outpatient Centre,Kidney/Bladder Stone Removal,79,84,9.9,21.1,18_Q1
71418,2018,Q1,Fraser,Pattison Outpatient Centre,Knee - ACL Repair,49,6,21.5,32.4,18_Q1
71419,2018,Q1,Fraser,Pattison Outpatient Centre,Knee Arthroscopy,147,18,30.9,51.6,18_Q1
71420,2018,Q1,Fraser,Pattison Outpatient Centre,Laparoscopy,5,6,2.7,5.9,18_Q1
71421,2018,Q1,Fraser,Pattison Outpatient Centre,Lens & Vitreous (non-cataract) Surgery,89,90,17.9,61.9,18_Q1
71422,2018,Q1,Fraser,Pattison Outpatient Centre,Male Reproductive Surgery,23,15,2.9,13.2,18_Q1
71423,2018,Q1,Fraser,Pattison Outpatient Centre,Mastectomy,57,100,3.1,14.9,18_Q1
71424,2018,Q1,Fraser,Pattison Outpatient Centre,Nasal Surgery,222,66,23.9,49.6,18_Q1
71425,2018,Q1,Fraser,Pattison Outpatient Centre,Nerve Surgery,7,11,10.4,27.0,18_Q1
71426,2018,Q1,Fraser,Pattison Outpatient Centre,Other Ear Surgery,22,5,29.0,44.5,18_Q1
71427,2018,Q1,Fraser,Pattison Outpatient Centre,Other Joint Reconstruction,143,16,43.6,89.5,18_Q1
71428,2018,Q1,Fraser,Pattison Outpatient Centre,Other Orthopaedic Surgery,240,24,31.6,81.0,18_Q1
71429,2018,Q1,Fraser,Pattison Outpatient Centre,Other Urology Surgery,43,37,3.6,12.4,18_Q1
71430,2018,Q1,Fraser,Pattison Outpatient Centre,Parotidectomy,13,5,7.0,35.1,18_Q1
71431,2018,Q1,Fraser,Pattison Outpatient Centre,Prostate Surgery,18,24,6.8,27.1,18_Q1
71432,2018,Q1,Fraser,Pattison Outpatient Centre,Rectal Surgery,72,28,12.8,37.9,18_Q1
71433,2018,Q1,Fraser,Pattison Outpatient Centre,Shoulder Surgery,65,10,31.6,44.0,18_Q1
71434,2018,Q1,Fraser,Pattison Outpatient Centre,Sinus Surgery,151,40,24.4,37.9,18_Q1
71435,2018,Q1,Fraser,Pattison Outpatient Centre,Skin Surgery,35,16,22.9,42.1,18_Q1
71436,2018,Q1,Fraser,Pattison Outpatient Centre,Skin Tumour Removal,83,28,4.5,45.1,18_Q1
71437,2018,Q1,Fraser,Pattison Outpatient Centre,Sphincterotomy,13,6,2.7,34.3,18_Q1
71438,2018,Q1,Fraser,Pattison Outpatient Centre,Thyroidectomy,28,25,10.6,50.2,18_Q1
71439,2018,Q1,Fraser,Pattison Outpatient Centre,Tonsillectomy/Adenoidectomy,97,30,15.0,38.2,18_Q1
71440,2018,Q1,Fraser,Pattison Outpatient Centre,Tympanoplasty,242,27,39.1,48.7,18_Q1
71441,2018,Q1,Fraser,Pattison Outpatient Centre,Vaginal Repair,43,12,6.6,23.2,18_Q1
71442,2018,Q1,Fraser,Pattison Outpatient Centre,Varicose Veins Ligation/Stripping,6,5,4.3,26.5,18_Q1
71443,2018,Q1,Fraser,Pattison Outpatient Centre,Vascular Surgery - Other,19,38,2.8,3.4,18_Q1
71444,2018,Q1,Fraser,Pattison Outpatient Centre,Wound/Laceration Care,26,13,4.3,22.1,18_Q1
71445,2018,Q1,Fraser,Peace Arch Hospital,All Other Procedures,8,7,4.1,19.3,18_Q1
71447,2018,Q1,Fraser,Peace Arch Hospital,Bladder Surgery,28,25,5.1,11.3,18_Q1
71448,2018,Q1,Fraser,Peace Arch Hospital,Bowel Resection,7,16,3.1,12.4,18_Q1
71449,2018,Q1,Fraser,Peace Arch Hospital,Breast Reduction,39,13,46.3,60.7,18_Q1
71450,2018,Q1,Fraser,Peace Arch Hospital,Cataract Surgery,373,257,24.0,42.3,18_Q1
71451,2018,Q1,Fraser,Peace Arch Hospital,Cholecystectomy,69,49,13.0,24.2,18_Q1
71452,2018,Q1,Fraser,Peace Arch Hospital,Cone Biopsy,3,13,2.1,4.7,18_Q1
71453,2018,Q1,Fraser,Peace Arch Hospital,D&C and Related Surgery,48,45,3.6,16.2,18_Q1
71454,2018,Q1,Fraser,Peace Arch Hospital,Examination Under Anaesthetic,3,6,5.4,14.9,18_Q1
71455,2018,Q1,Fraser,Peace Arch Hospital,Facial Bone Reconstruction,7,8,6.0,15.0,18_Q1
71456,2018,Q1,Fraser,Peace Arch Hospital,Fallopian Tube/Ovarian Surgery,22,12,6.2,25.8,18_Q1
71457,2018,Q1,Fraser,Peace Arch Hospital,Hernia Repair - Abdominal,173,126,13.6,27.9,18_Q1
71458,2018,Q1,Fraser,Peace Arch Hospital,Hip Replacement,117,20,27.8,63.1,18_Q1
71459,2018,Q1,Fraser,Peace Arch Hospital,Knee Arthroscopy,26,8,5.3,26.4,18_Q1
71460,2018,Q1,Fraser,Peace Arch Hospital,Knee Replacement,262,58,46.9,68.0,18_Q1
71461,2018,Q1,Fraser,Peace Arch Hospital,Laparoscopy,5,5,3.1,7.5,18_Q1
71462,2018,Q1,Fraser,Peace Arch Hospital,Mastectomy,3,10,4.0,27.5,18_Q1
71463,2018,Q1,Fraser,Peace Arch Hospital,Nasal Surgery,22,19,5.6,10.1,18_Q1
71464,2018,Q1,Fraser,Peace Arch Hospital,Other Eye Surgery,3,9,2.9,7.4,18_Q1
71465,2018,Q1,Fraser,Peace Arch Hospital,Other Orthopaedic Surgery,27,17,12.0,38.6,18_Q1
71466,2018,Q1,Fraser,Peace Arch Hospital,Other Urology Surgery,11,21,5.9,15.0,18_Q1
71467,2018,Q1,Fraser,Peace Arch Hospital,Prostate Surgery,28,33,8.6,12.3,18_Q1
71468,2018,Q1,Fraser,Peace Arch Hospital,Rectal Surgery,10,5,9.7,24.4,18_Q1
71469,2018,Q1,Fraser,Peace Arch Hospital,Skin Surgery,3,7,7.7,26.1,18_Q1
71470,2018,Q1,Fraser,Peace Arch Hospital,Skin Tumour Removal,23,16,4.8,26.6,18_Q1
71471,2018,Q1,Fraser,Peace Arch Hospital,Uterine Surgery,91,75,12.0,34.0,18_Q1
71472,2018,Q1,Fraser,Peace Arch Hospital,Vaginal Repair,21,11,11.6,56.1,18_Q1
71473,2018,Q1,Fraser,Peace Arch Hospital,Wound/Laceration Care,17,10,20.6,33.2,18_Q1
71474,2018,Q1,Fraser,Ridge Meadows Hospital,All Other Procedures,5,11,5.4,11.9,18_Q1
71476,2018,Q1,Fraser,Ridge Meadows Hospital,Biopsy in OR,3,8,2.6,9.3,18_Q1
71477,2018,Q1,Fraser,Ridge Meadows Hospital,Bladder Surgery,11,33,2.6,5.7,18_Q1
71478,2018,Q1,Fraser,Ridge Meadows Hospital,Bowel Resection,3,7,2.3,11.9,18_Q1
71479,2018,Q1,Fraser,Ridge Meadows Hospital,Breast Biopsy,3,11,1.9,3.3,18_Q1
71480,2018,Q1,Fraser,Ridge Meadows Hospital,Cataract Surgery,2671,980,16.9,44.0,18_Q1
71481,2018,Q1,Fraser,Ridge Meadows Hospital,Cholecystectomy,25,33,6.6,14.5,18_Q1
71482,2018,Q1,Fraser,Ridge Meadows Hospital,Colostomy/Ileostomy,3,6,5.4,27.0,18_Q1
71483,2018,Q1,Fraser,Ridge Meadows Hospital,Cone Biopsy,5,17,7.0,10.1,18_Q1
71484,2018,Q1,Fraser,Ridge Meadows Hospital,D&C and Related Surgery,29,71,4.9,11.4,18_Q1
71485,2018,Q1,Fraser,Ridge Meadows Hospital,Dental Surgery,30,47,2.1,13.0,18_Q1
71486,2018,Q1,Fraser,Ridge Meadows Hospital,Examination Under Anaesthetic,3,7,4.0,23.9,18_Q1
71487,2018,Q1,Fraser,Ridge Meadows Hospital,Fallopian Tube/Ovarian Surgery,9,29,6.0,10.0,18_Q1
71488,2018,Q1,Fraser,Ridge Meadows Hospital,Hand/Wrist Surgery,11,11,7.0,14.6,18_Q1
71489,2018,Q1,Fraser,Ridge Meadows Hospital,Hernia Repair - Abdominal,57,52,10.1,21.4,18_Q1
71490,2018,Q1,Fraser,Ridge Meadows Hospital,Hip Replacement,10,6,4.0,35.1,18_Q1
71491,2018,Q1,Fraser,Ridge Meadows Hospital,Kidney/Bladder Stone Removal,3,10,3.2,8.8,18_Q1
71492,2018,Q1,Fraser,Ridge Meadows Hospital,Knee - ACL Repair,11,6,17.1,46.3,18_Q1
71493,2018,Q1,Fraser,Ridge Meadows Hospital,Knee - Meniscectomy,8,18,4.7,14.3,18_Q1
71494,2018,Q1,Fraser,Ridge Meadows Hospital,Knee Replacement,48,44,11.6,78.5,18_Q1
71495,2018,Q1,Fraser,Ridge Meadows Hospital,Laparoscopy,3,5,2.7,10.5,18_Q1
71496,2018,Q1,Fraser,Ridge Meadows Hospital,Male Reproductive Surgery,14,10,10.0,13.7,18_Q1
71497,2018,Q1,Fraser,Ridge Meadows Hospital,Other Joint Reconstruction,7,7,3.4,49.9,18_Q1
71498,2018,Q1,Fraser,Ridge Meadows Hospital,Other Orthopaedic Surgery,14,39,5.9,10.2,18_Q1
71499,2018,Q1,Fraser,Ridge Meadows Hospital,Other Urology Surgery,17,52,3.6,10.6,18_Q1
71500,2018,Q1,Fraser,Ridge Meadows Hospital,Prostate Surgery,15,35,5.9,12.9,18_Q1
71501,2018,Q1,Fraser,Ridge Meadows Hospital,Shoulder Surgery,36,27,14.1,22.4,18_Q1
71502,2018,Q1,Fraser,Ridge Meadows Hospital,Skin Tumour Removal,20,13,2.3,15.1,18_Q1
71503,2018,Q1,Fraser,Ridge Meadows Hospital,Uterine Surgery,24,43,4.0,10.0,18_Q1
71504,2018,Q1,Fraser,Ridge Meadows Hospital,Vaginal Repair,3,6,6.6,11.6,18_Q1
71505,2018,Q1,Fraser,Royal Columbian Hospital,All Other Procedures,21,41,4.1,17.7,18_Q1
71507,2018,Q1,Fraser,Royal Columbian Hospital,Aortic Aneurysm Repair,3,17,3.4,12.5,18_Q1
71508,2018,Q1,Fraser,Royal Columbian Hospital,Bladder Surgery,3,9,2.7,4.8,18_Q1
71509,2018,Q1,Fraser,Royal Columbian Hospital,Bowel Resection,19,43,3.7,15.2,18_Q1
71510,2018,Q1,Fraser,Royal Columbian Hospital,Breast Biopsy,3,34,0.1,3.1,18_Q1
71511,2018,Q1,Fraser,Royal Columbian Hospital,CSF Drainage,3,5,1.0,4.3,18_Q1
71512,2018,Q1,Fraser,Royal Columbian Hospital,Cholecystectomy,13,20,5.9,15.7,18_Q1
71513,2018,Q1,Fraser,Royal Columbian Hospital,Colostomy/Ileostomy,8,11,3.0,16.1,18_Q1
71514,2018,Q1,Fraser,Royal Columbian Hospital,Cranial Surgery,11,39,1.6,7.8,18_Q1
71515,2018,Q1,Fraser,Royal Columbian Hospital,D&C and Related Surgery,3,11,2.0,5.6,18_Q1
71516,2018,Q1,Fraser,Royal Columbian Hospital,Dental Surgery,5,5,10.9,13.2,18_Q1
71517,2018,Q1,Fraser,Royal Columbian Hospital,Endarterectomy,7,30,3.2,7.9,18_Q1
71518,2018,Q1,Fraser,Royal Columbian Hospital,Examination Under Anaesthetic,9,11,1.1,8.6,18_Q1
71519,2018,Q1,Fraser,Royal Columbian Hospital,Excision Lesion/Tumour,12,31,4.4,11.9,18_Q1
71520,2018,Q1,Fraser,Royal Columbian Hospital,Fallopian Tube/Ovarian Surgery,11,6,5.2,25.1,18_Q1
71521,2018,Q1,Fraser,Royal Columbian Hospital,Fracture Repair,14,88,0.6,1.6,18_Q1
71522,2018,Q1,Fraser,Royal Columbian Hospital,Hernia Repair - Abdominal,24,28,10.2,19.5,18_Q1
71523,2018,Q1,Fraser,Royal Columbian Hospital,Hip Replacement,16,12,5.6,9.7,18_Q1
71524,2018,Q1,Fraser,Royal Columbian Hospital,Knee Replacement,31,8,31.2,46.1,18_Q1
71525,2018,Q1,Fraser,Royal Columbian Hospital,Laparoscopy,3,6,3.2,10.6,18_Q1
71526,2018,Q1,Fraser,Royal Columbian Hospital,Ligament Surgery,7,7,1.0,1.5,18_Q1
71527,2018,Q1,Fraser,Royal Columbian Hospital,Mastectomy,3,10,0.8,2.8,18_Q1
71528,2018,Q1,Fraser,Royal Columbian Hospital,Nerve Surgery,3,9,0.6,0.8,18_Q1
71529,2018,Q1,Fraser,Royal Columbian Hospital,Other Joint Reconstruction,3,9,3.1,22.0,18_Q1
71530,2018,Q1,Fraser,Royal Columbian Hospital,Other Orthopaedic Surgery,20,35,1.9,21.1,18_Q1
71531,2018,Q1,Fraser,Royal Columbian Hospital,Other Urology Surgery,3,27,2.7,11.2,18_Q1
71532,2018,Q1,Fraser,Royal Columbian Hospital,Prostate Surgery,10,13,6.4,16.6,18_Q1
71533,2018,Q1,Fraser,Royal Columbian Hospital,Shoulder Surgery,10,8,13.0,17.9,18_Q1
71534,2018,Q1,Fraser,Royal Columbian Hospital,Spinal/Back Surgery,108,68,5.3,28.9,18_Q1
71535,2018,Q1,Fraser,Royal Columbian Hospital,Tendon Surgery,3,23,0.7,1.1,18_Q1
71536,2018,Q1,Fraser,Royal Columbian Hospital,Uterine Surgery,52,121,2.6,7.6,18_Q1
71537,2018,Q1,Fraser,Royal Columbian Hospital,Vascular Bypass Graft - Non Cardiac,3,12,6.2,9.7,18_Q1
71538,2018,Q1,Fraser,Royal Columbian Hospital,Vascular Surgery - Other,9,25,3.0,8.9,18_Q1
71539,2018,Q1,Fraser,Royal Columbian Hospital,Wound/Laceration Care,3,13,1.0,5.6,18_Q1
71540,2018,Q1,Fraser,Surrey Memorial Hospital,All Other Procedures,35,36,2.8,47.5,18_Q1
71542,2018,Q1,Fraser,Surrey Memorial Hospital,Biopsy in OR,8,18,1.6,2.4,18_Q1
71543,2018,Q1,Fraser,Surrey Memorial Hospital,Bladder Surgery,40,47,2.7,11.7,18_Q1
71544,2018,Q1,Fraser,Surrey Memorial Hospital,Bowel Resection,34,29,3.3,32.5,18_Q1
71545,2018,Q1,Fraser,Surrey Memorial Hospital,Breast Reconstruction,17,9,15.9,51.6,18_Q1
71546,2018,Q1,Fraser,Surrey Memorial Hospital,Breast Reduction,44,11,37.0,53.0,18_Q1
71547,2018,Q1,Fraser,Surrey Memorial Hospital,Cataract Surgery,573,861,6.0,25.6,18_Q1
71548,2018,Q1,Fraser,Surrey Memorial Hospital,Cholecystectomy,29,21,2.4,7.1,18_Q1
71549,2018,Q1,Fraser,Surrey Memorial Hospital,Colostomy/Ileostomy,12,11,6.0,37.7,18_Q1
71550,2018,Q1,Fraser,Surrey Memorial Hospital,D&C and Related Surgery,55,29,6.0,20.0,18_Q1
71551,2018,Q1,Fraser,Surrey Memorial Hospital,Dental Surgery,76,39,44.7,55.5,18_Q1
71552,2018,Q1,Fraser,Surrey Memorial Hospital,Esophagectomy,3,8,1.4,1.9,18_Q1
71553,2018,Q1,Fraser,Surrey Memorial Hospital,Examination Under Anaesthetic,16,8,33.9,44.3,18_Q1
71554,2018,Q1,Fraser,Surrey Memorial Hospital,Excision Lesion/Tumour,19,18,3.1,15.6,18_Q1
71555,2018,Q1,Fraser,Surrey Memorial Hospital,Facial Bone Reconstruction,88,23,19.6,45.1,18_Q1
71556,2018,Q1,Fraser,Surrey Memorial Hospital,Fallopian Tube/Ovarian Surgery,46,15,5.9,59.3,18_Q1
71557,2018,Q1,Fraser,Surrey Memorial Hospital,Foreign Body Removal Surgery,3,5,2.1,31.9,18_Q1
71558,2018,Q1,Fraser,Surrey Memorial Hospital,Fracture Repair,3,7,1.0,40.1,18_Q1
71559,2018,Q1,Fraser,Surrey Memorial Hospital,Hernia Repair - Abdominal,59,53,2.4,34.0,18_Q1
71560,2018,Q1,Fraser,Surrey Memorial Hospital,Hernia Repair - Hiatal,13,20,2.0,7.3,18_Q1
71561,2018,Q1,Fraser,Surrey Memorial Hospital,Hip Replacement,136,46,31.7,53.7,18_Q1
71562,2018,Q1,Fraser,Surrey Memorial Hospital,Kidney/Bladder Stone Removal,3,5,1.6,6.7,18_Q1
71563,2018,Q1,Fraser,Surrey Memorial Hospital,Knee - ACL Repair,27,5,17.9,24.7,18_Q1
71564,2018,Q1,Fraser,Surrey Memorial Hospital,Knee - Meniscectomy,68,15,29.1,41.3,18_Q1
71565,2018,Q1,Fraser,Surrey Memorial Hospital,Knee Replacement,776,225,34.0,64.6,18_Q1
71566,2018,Q1,Fraser,Surrey Memorial Hospital,Laparoscopy,5,6,2.9,4.6,18_Q1
71567,2018,Q1,Fraser,Surrey Memorial Hospital,Laparotomy,8,15,6.5,16.1,18_Q1
71568,2018,Q1,Fraser,Surrey Memorial Hospital,Lens & Vitreous (non-cataract) Surgery,383,191,13.3,47.7,18_Q1
71569,2018,Q1,Fraser,Surrey Memorial Hospital,Lung Surgery,13,54,1.4,3.0,18_Q1
71570,2018,Q1,Fraser,Surrey Memorial Hospital,Male Reproductive Surgery,86,25,16.7,85.0,18_Q1
71571,2018,Q1,Fraser,Surrey Memorial Hospital,Mastectomy,6,9,3.1,14.0,18_Q1
71572,2018,Q1,Fraser,Surrey Memorial Hospital,Myringotomy,241,74,5.9,33.6,18_Q1
71573,2018,Q1,Fraser,Surrey Memorial Hospital,Nasal Surgery,91,8,29.6,52.5,18_Q1
71574,2018,Q1,Fraser,Surrey Memorial Hospital,Oral Cavity & Pharynx Surgery,15,10,21.9,40.5,18_Q1
71575,2018,Q1,Fraser,Surrey Memorial Hospital,Other Ear Surgery,25,14,27.5,43.3,18_Q1
71576,2018,Q1,Fraser,Surrey Memorial Hospital,Other Eye Surgery,37,75,3.0,21.8,18_Q1
71577,2018,Q1,Fraser,Surrey Memorial Hospital,Other Joint Reconstruction,36,9,21.9,31.5,18_Q1
71578,2018,Q1,Fraser,Surrey Memorial Hospital,Other Orthopaedic Surgery,77,23,6.0,44.8,18_Q1
71579,2018,Q1,Fraser,Surrey Memorial Hospital,Other Urology Surgery,42,56,3.9,12.9,18_Q1
71580,2018,Q1,Fraser,Surrey Memorial Hospital,Prostate Surgery,63,71,3.9,19.1,18_Q1
71581,2018,Q1,Fraser,Surrey Memorial Hospital,Rectal Surgery,3,8,2.1,3.7,18_Q1
71582,2018,Q1,Fraser,Surrey Memorial Hospital,Scope of Chest,3,18,1.4,2.7,18_Q1
71583,2018,Q1,Fraser,Surrey Memorial Hospital,Shoulder Surgery,93,23,39.7,54.7,18_Q1
71584,2018,Q1,Fraser,Surrey Memorial Hospital,Skin Surgery,12,5,4.9,17.3,18_Q1
71585,2018,Q1,Fraser,Surrey Memorial Hospital,Skin Tumour Removal,31,24,3.0,28.8,18_Q1
71586,2018,Q1,Fraser,Surrey Memorial Hospital,Spinal/Back Surgery,55,14,5.4,22.1,18_Q1
71587,2018,Q1,Fraser,Surrey Memorial Hospital,Thyroidectomy,45,30,13.0,40.2,18_Q1
71588,2018,Q1,Fraser,Surrey Memorial Hospital,Tonsillectomy/Adenoidectomy,408,126,12.3,41.4,18_Q1
71589,2018,Q1,Fraser,Surrey Memorial Hospital,Uterine Surgery,245,216,12.3,31.1,18_Q1
71590,2018,Q1,Fraser,Surrey Memorial Hospital,Vaginal Repair,23,13,8.6,26.4,18_Q1
71591,2018,Q1,Fraser,Surrey Memorial Hospital,Wound/Laceration Care,11,7,3.9,22.9,18_Q1
71668,2018,Q1,Interior,Cariboo Memorial Hospital,All Other Procedures,3,9,1.1,3.1,18_Q1
71670,2018,Q1,Interior,Cariboo Memorial Hospital,Bowel Resection,3,8,0.8,3.8,18_Q1
71671,2018,Q1,Interior,Cariboo Memorial Hospital,Cholecystectomy,5,14,0.9,2.9,18_Q1
71672,2018,Q1,Interior,Cariboo Memorial Hospital,D&C and Related Surgery,16,55,2.3,5.1,18_Q1
71673,2018,Q1,Interior,Cariboo Memorial Hospital,Excision Lesion/Tumour,3,9,1.0,5.2,18_Q1
71674,2018,Q1,Interior,Cariboo Memorial Hospital,Fallopian Tube/Ovarian Surgery,3,18,2.1,3.9,18_Q1
71675,2018,Q1,Interior,Cariboo Memorial Hospital,Hernia Repair - Abdominal,6,36,2.0,4.4,18_Q1
71676,2018,Q1,Interior,Cariboo Memorial Hospital,Mastectomy,3,8,1.1,2.0,18_Q1
71677,2018,Q1,Interior,Cariboo Memorial Hospital,Other Urology Surgery,3,14,2.1,3.1,18_Q1
71678,2018,Q1,Interior,Cariboo Memorial Hospital,Uterine Surgery,28,38,3.4,5.7,18_Q1
71679,2018,Q1,Interior,Cariboo Memorial Hospital,Vaginal Repair,3,8,3.6,7.5,18_Q1
71680,2018,Q1,Interior,Cariboo Memorial Hospital,Varicose Veins Ligation/Stripping,3,8,2.4,4.9,18_Q1
71682,2018,Q1,Interior,Creston Valley Hospital,Dental Surgery,11,21,5.1,12.3,18_Q1
71683,2018,Q1,Interior,Creston Valley Hospital,Male Reproductive Surgery,3,8,3.6,5.9,18_Q1
71684,2018,Q1,Interior,East Kootenay Regional Hospital,All Other Procedures,17,16,4.0,9.6,18_Q1
71686,2018,Q1,Interior,East Kootenay Regional Hospital,Biopsy in OR,7,15,10.0,19.1,18_Q1
71687,2018,Q1,Interior,East Kootenay Regional Hospital,Bladder Surgery,8,16,4.6,8.1,18_Q1
71688,2018,Q1,Interior,East Kootenay Regional Hospital,Bowel Resection,3,10,3.3,4.5,18_Q1
71689,2018,Q1,Interior,East Kootenay Regional Hospital,Cataract Surgery,226,344,5.8,13.0,18_Q1
71690,2018,Q1,Interior,East Kootenay Regional Hospital,Cholecystectomy,36,24,7.9,19.3,18_Q1
71691,2018,Q1,Interior,East Kootenay Regional Hospital,Cyst/Ganglion Removal,11,6,1.7,24.8,18_Q1
71692,2018,Q1,Interior,East Kootenay Regional Hospital,D&C and Related Surgery,22,22,6.2,11.1,18_Q1
71693,2018,Q1,Interior,East Kootenay Regional Hospital,Excision Lesion/Tumour,24,10,5.1,15.5,18_Q1
71694,2018,Q1,Interior,East Kootenay Regional Hospital,Fallopian Tube/Ovarian Surgery,44,22,9.4,20.1,18_Q1
71695,2018,Q1,Interior,East Kootenay Regional Hospital,Fracture Repair,3,6,0.2,2.7,18_Q1
71696,2018,Q1,Interior,East Kootenay Regional Hospital,Hand/Wrist Surgery,15,11,12.1,24.1,18_Q1
71697,2018,Q1,Interior,East Kootenay Regional Hospital,Hernia Repair - Abdominal,51,48,12.8,21.5,18_Q1
71698,2018,Q1,Interior,East Kootenay Regional Hospital,Hip Replacement,86,20,28.1,40.9,18_Q1
71699,2018,Q1,Interior,East Kootenay Regional Hospital,Kidney/Bladder Stone Removal,13,6,2.9,10.4,18_Q1
71700,2018,Q1,Interior,East Kootenay Regional Hospital,Knee - Meniscectomy,68,17,10.9,29.4,18_Q1
71701,2018,Q1,Interior,East Kootenay Regional Hospital,Knee Arthroscopy,11,5,26.6,46.1,18_Q1
71702,2018,Q1,Interior,East Kootenay Regional Hospital,Knee Replacement,162,48,25.6,39.8,18_Q1
71703,2018,Q1,Interior,East Kootenay Regional Hospital,Male Reproductive Surgery,6,12,9.8,15.1,18_Q1
71704,2018,Q1,Interior,East Kootenay Regional Hospital,Mastectomy,7,27,3.4,9.0,18_Q1
71705,2018,Q1,Interior,East Kootenay Regional Hospital,Myringotomy,8,7,5.3,10.2,18_Q1
71706,2018,Q1,Interior,East Kootenay Regional Hospital,Nasal Surgery,64,18,28.7,39.0,18_Q1
71707,2018,Q1,Interior,East Kootenay Regional Hospital,Nerve Surgery,3,5,3.1,11.1,18_Q1
71708,2018,Q1,Interior,East Kootenay Regional Hospital,Other Joint Reconstruction,21,5,23.4,29.3,18_Q1
71709,2018,Q1,Interior,East Kootenay Regional Hospital,Other Orthopaedic Surgery,41,46,6.9,22.5,18_Q1
71710,2018,Q1,Interior,East Kootenay Regional Hospital,Other Urology Surgery,3,7,6.1,9.6,18_Q1
71711,2018,Q1,Interior,East Kootenay Regional Hospital,Prostate Surgery,8,12,6.9,10.4,18_Q1
71712,2018,Q1,Interior,East Kootenay Regional Hospital,Shoulder Surgery,26,11,4.1,27.1,18_Q1
71713,2018,Q1,Interior,East Kootenay Regional Hospital,Sinus Surgery,30,10,27.8,34.2,18_Q1
71714,2018,Q1,Interior,East Kootenay Regional Hospital,Skin Tumour Removal,8,9,9.3,25.6,18_Q1
71715,2018,Q1,Interior,East Kootenay Regional Hospital,Spinal/Back Surgery,48,11,38.3,39.0,18_Q1
71716,2018,Q1,Interior,East Kootenay Regional Hospital,Thyroidectomy,9,5,13.1,33.1,18_Q1
71717,2018,Q1,Interior,East Kootenay Regional Hospital,Tonsillectomy/Adenoidectomy,105,40,21.6,36.6,18_Q1
71718,2018,Q1,Interior,East Kootenay Regional Hospital,Uterine Surgery,41,48,9.9,19.1,18_Q1
71719,2018,Q1,Interior,East Kootenay Regional Hospital,Varicose Veins Ligation/Stripping,5,5,9.6,15.1,18_Q1
71721,2018,Q1,Interior,Elk Valley Hospital,Dental Surgery,5,6,3.3,7.6,18_Q1
71722,2018,Q1,Interior,Elk Valley Hospital,Hernia Repair - Abdominal,3,7,8.0,12.6,18_Q1
71723,2018,Q1,Interior,Elk Valley Hospital,Uterine Surgery,3,8,0.0,0.0,18_Q1
71725,2018,Q1,Interior,Golden And District General Hospital,Hernia Repair - Abdominal,3,7,17.3,28.8,18_Q1
71726,2018,Q1,Interior,Golden And District General Hospital,Knee Arthroscopy,3,15,1.4,2.1,18_Q1
71727,2018,Q1,Interior,Golden And District General Hospital,Ligament Surgery,3,6,1.8,2.2,18_Q1
71728,2018,Q1,Interior,Golden And District General Hospital,Other Orthopaedic Surgery,3,6,1.7,2.2,18_Q1
71729,2018,Q1,Interior,Kelowna General Hospital,Abdominoplasty,13,8,26.6,33.7,18_Q1
71730,2018,Q1,Interior,Kelowna General Hospital,All Other Procedures,62,90,3.9,21.4,18_Q1
71732,2018,Q1,Interior,Kelowna General Hospital,Aortic Aneurysm Repair,6,19,5.0,10.9,18_Q1
71733,2018,Q1,Interior,Kelowna General Hospital,Biopsy in OR,27,97,2.6,6.1,18_Q1
71734,2018,Q1,Interior,Kelowna General Hospital,Bladder Surgery,44,94,2.3,12.0,18_Q1
71735,2018,Q1,Interior,Kelowna General Hospital,Bowel Resection,35,56,4.1,16.1,18_Q1
71736,2018,Q1,Interior,Kelowna General Hospital,Breast Biopsy,8,17,2.6,5.1,18_Q1
71737,2018,Q1,Interior,Kelowna General Hospital,Breast Reconstruction,89,29,15.7,36.5,18_Q1
71738,2018,Q1,Interior,Kelowna General Hospital,Breast Reduction,202,52,27.1,37.7,18_Q1
71739,2018,Q1,Interior,Kelowna General Hospital,Cataract Surgery,849,425,22.6,46.1,18_Q1
71740,2018,Q1,Interior,Kelowna General Hospital,Cholecystectomy,99,64,8.4,33.8,18_Q1
71741,2018,Q1,Interior,Kelowna General Hospital,Colostomy/Ileostomy,25,19,9.4,17.8,18_Q1
71742,2018,Q1,Interior,Kelowna General Hospital,Cranial Surgery,6,17,2.7,7.2,18_Q1
71743,2018,Q1,Interior,Kelowna General Hospital,D&C and Related Surgery,56,52,5.1,15.5,18_Q1
71744,2018,Q1,Interior,Kelowna General Hospital,Dental Surgery,15,25,3.9,14.9,18_Q1
71745,2018,Q1,Interior,Kelowna General Hospital,Endarterectomy,3,25,1.3,4.5,18_Q1
71746,2018,Q1,Interior,Kelowna General Hospital,Excision Lesion/Tumour,25,39,5.1,9.1,18_Q1
71747,2018,Q1,Interior,Kelowna General Hospital,Facial Bone Reconstruction,15,15,6.6,11.9,18_Q1
71748,2018,Q1,Interior,Kelowna General Hospital,Fallopian Tube/Ovarian Surgery,38,42,5.1,15.1,18_Q1
71749,2018,Q1,Interior,Kelowna General Hospital,Foot/Ankle Surgery,131,25,31.0,36.9,18_Q1
71750,2018,Q1,Interior,Kelowna General Hospital,Fracture Repair,11,13,1.6,13.5,18_Q1
